X,Y,OBJECTID,NAME,STREET,CITY,STATE,ZIP,COUNTY,MAIL_PHONE,WEBSITE,OPEN_JAN,OPEN_FEB,OPEN_MAR,OPEN_APR,OPEN_MAY,OPEN_JUN,OPEN_JUL,OPEN_AUG,OPEN_SEP,OPEN_OCT,OPEN_NOV,OPEN_DEC,CASH,CHECK_,CREDIT,DEBIT,OTHER_PAY,WIC,SENIOR,SNAP_EBT,SNAP_TRANS,H_BUCKS,lat,long,geo_method
-9020948.886,4031877.046,9707,SC DHEC Seeds Of Hope Farmer's Market,2600 Bull St.,Columbia,SC,29201,RICHLAND,,,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,34.02250505,-81.03736037,osm
-9012284.661,4036091.441,9709,Tree Of Life Congregation Seeds Of Hope Farmer's Market,6719 N. Trenholm Rd.,Columbia,SC,29206,RICHLAND,8037872182,http://www.tolsc.org,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,34.052605,-80.95889,census
-9031118,4034159.892,9710,Ashland United Methodist Church Seeds Of Hope Farmer's Market,2600 Ashland Rd.,Columbia,SC,29210,LEXINGTON,8037985350,http://www.ashlandumc.org,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,34.040257,-81.12846,census
-9033371.488,4039680.89,9711,Grace United Methodist Church Seeds Of Hope Farmer's Market,410 Harbison Blvd.,Columbia,SC,29212,RICHLAND,8037321899,http://gracecolumbia.org/,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,34.08054925,-81.14970208,osm
-9016016.806,4028525.26,9714,Shandon United Methodist Church Seeds Of Hope Farmer's Market,3407 Devine St.,Columbia,SC,29201,RICHLAND,8032568383,http://www.shandon-umc.org,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,33.99746404,-80.99271395,osm
-8805346.546,4011167.142,9729,Carrols Produce - Hwy 501,3152 Hwy 501 W.,Conway,SC,29526,HORRY,8434216294,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,N/A,NO,33.8000194,-79.0055024,osm
-8818877.757,4031765.382,9733,Po Boys Produce,1645 Hwy 501 W.,Aynor,SC,29511,HORRY,843-358-2513,,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.024743,-79.223407,osm
-9134295.168,4175285.777,9735,Ragan Orchards,2039 Hwy 292,Inman,SC,29349,SPARTANBURG,(864) 472-5778,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,35.083008,-82.058365,census
-9120077.187,4160011.788,9736,Bellews Market,240 Garner Rd.,Spartanburg,SC,29303,SPARTANBURG,(864) 585-7726,http://www.bellewsmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,34.972836,-81.927284,census
-9131598.788,4127869.837,9737,Woodruff Farmers Market,132 S. Main St.,Woodruff,SC,29388,SPARTANBURG,864 476 8154,http://www.cityofwoodruff.com/woodruff_farmers_market,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,,,34.86075,-82.11373,census
-9085295.583,4125318.063,9741,Union County Farmers Market,529 E. Main St,Union,SC,29379,UNION,8644908609,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,34.727394,-81.64858,census
-9269609.478,4136362.75,9743,Ables Orchard,14161 Us Hwy 76,Long Creek,SC,29658,OCONEE,4043722375,,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.79793601,-83.27093588,osm
-9268439.841,4132867.013,9744,Hollifield's Orchard,161 Hollifield Ln.,Long Creek,SC,29658,OCONEE,8647105105,,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,34.77200296,-83.2589328,osm
-9103637.926,3969114.024,9754,Farm Fresh Market At Cold Creek,398 Hitchcock Pkwy,Aiken,SC,29801,AIKEN,8036483592,http://www.coldcreeknurseries.net,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,33.531048,-81.768817,osm
-9095767.929,3969420.189,9758,Aiken County Farmers Market,115 Williamsburg St.,Aiken,SC,29801,AIKEN,8032932214,http://www.visitaikensc.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,33.55833007,-81.70735069,osm
-9170427.675,4052764.841,9759,Abbeville Farmer's Market,112 North Main St.,Abbeville,SC,29620,ABBEVILLE,864-366-9673,http://www.abbevillecitysc.com/338/farmers-market,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,None,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.1782,-82.37946,census
-9184068.437,4129735.726,9760,Bob and Lisa's Produce,9706 Anderson Rd.,Piedmont,SC,29673,ANDERSON,(864) 915-8918,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.74844,-82.50188,census
